,cost,nfev,ncycles,njev,nhev,cost / mean,percentile_rank,nfev * pr
60,1.6432473639000003,10080,105,0,0,0.4775595915923729,0.00496031746031746,50.0
61,1.2724465464,6912,72,0,0,0.3697976740274199,0.0005456349206349206,3.7714285714285714
62,1.1442267004,8448,88,0,0,0.3325344970797505,0.00017361111111111112,1.4666666666666668
63,3.4878298884,864,9,0,0,1.0136310902667838,0.5309027777777777,458.69999999999993
64,1.2747371250000004,7104,74,0,0,0.37046336064573293,0.0005456349206349206,3.876190476190476
65,3.4526826958000005,14400,150,0,0,1.0034166336290211,0.513343253968254,7392.142857142857
66,1.5734264506999995,14400,150,0,0,0.4572682784736573,0.003720238095238095,53.57142857142857
67,1.5612758476000004,9216,96,0,0,0.45373707727929485,0.003546626984126984,32.68571428571428
68,1.5996919312999998,4032,42,0,0,0.46490153714418625,0.004166666666666667,16.8
69,0.9747967390999999,13248,138,0,0,0.2832948604313125,7.440476190476191e-05,0.9857142857142858
70,3.5398014512999993,864,9,0,0,1.028735035599783,0.5578869047619047,482.0142857142857
71,1.8957836004000004,9120,95,0,0,0.5509515255243321,0.01589781746031746,144.98809523809524
72,1.9291844870000006,6144,64,0,0,0.5606584717297178,0.01830357142857143,112.45714285714286
73,0.9386405963,14400,150,0,0,0.2727871832742085,7.440476190476191e-05,1.0714285714285716
74,1.4257893108000008,5184,54,0,0,0.4143620588846752,0.0016617063492063492,8.614285714285714
75,1.8199977328999994,14400,150,0,0,0.5289266808619453,0.01130952380952381,162.85714285714286
76,3.0827742915,768,8,0,0,0.8959140686683601,0.3245287698412698,249.23809523809524
77,1.4963550395000005,10560,110,0,0,0.43486982985009437,0.00248015873015873,26.19047619047619
78,1.4377715107,12672,132,0,0,0.41784431883916007,0.0017609126984126984,22.314285714285713
79,1.1737477294000007,3072,32,0,0,0.3411138813297075,0.0002232142857142857,0.6857142857142857
80,0.9377404196000001,9792,102,0,0,0.2725255744460692,7.440476190476191e-05,0.7285714285714286
81,1.2083834574999999,14400,150,0,0,0.3511796964524431,0.00029761904761904765,4.2857142857142865
82,1.5170431074999997,13152,137,0,0,0.44088218412003627,0.002728174603174603,35.88095238095238
83,0.9299426071000001,13152,137,0,0,0.27025937872007955,7.440476190476191e-05,0.9785714285714286
84,0.9067184641999999,14400,150,0,0,0.2635099918401369,7.440476190476191e-05,1.0714285714285716
85,1.1914680317,3072,32,0,0,0.34626374526084236,0.000248015873015873,0.7619047619047619
86,1.5640440931999995,5184,54,0,0,0.4545415832028738,0.0035714285714285713,18.514285714285712
87,1.4023907628000003,14400,150,0,0,0.4075619864961734,0.0014136904761904762,20.357142857142858
88,1.141444406,3648,38,0,0,0.33172590830209975,0.00017361111111111112,0.6333333333333333
89,1.5501305714000007,14400,150,0,0,0.45049804360293844,0.003373015873015873,48.57142857142858
90,1.4448355452000003,5760,60,0,0,0.41989726443026576,0.0018353174603174603,10.571428571428571
91,1.7731189749000003,6048,63,0,0,0.5153028035220759,0.00964781746031746,58.35
92,1.5287302719000002,13248,138,0,0,0.4442787010293899,0.0029265873015873016,38.77142857142857
93,1.2333089216,14400,150,0,0,0.3584235203083935,0.0003968253968253968,5.714285714285714
94,1.0001604952999998,2880,30,0,0,0.2906660604820297,7.440476190476191e-05,0.2142857142857143
95,1.4174800507000003,3936,41,0,0,0.4119472265551267,0.0015873015873015873,6.247619047619048
96,1.4794043214999995,14400,150,0,0,0.4299436220598894,0.0021825396825396826,31.42857142857143
97,1.2407628533,14400,150,0,0,0.36058977759662125,0.0003968253968253968,5.714285714285714
98,1.2348484302999998,14400,150,0,0,0.3588709314299181,0.0003968253968253968,5.714285714285714
99,3.4261214720999997,96,1,0,0,0.9956974262710606,0.4991319444444444,47.916666666666664
