n_towns,,cost,nfev,ncycles,njev,nhev,cost / mean,percentile_rank,nfev * pr
9,67,2.3799947262999996,399,7,0,0,0.5547809474315829,0.004436728395061728,1.7702546296296295
9,68,2.6338119212000004,228,4,0,0,0.6139461809949196,0.013133818342151675,2.994510582010582
9,69,2.5628023934999997,342,6,0,0,0.597393735471093,0.009997795414462081,3.419246031746032
9,70,1.9293645066999998,912,16,0,0,0.4497382524170237,0.00038855820105820107,0.3543650793650794
9,71,2.4883563234000006,342,6,0,0,0.5800402258829253,0.0071786816578483246,2.455109126984127
9,72,2.1997377543,228,4,0,0,0.512762730919492,0.0018160273368606702,0.4140542328042328
9,73,2.335277256900001,513,9,0,0,0.5443572268382848,0.00361276455026455,1.8533482142857143
9,74,2.299587429,285,5,0,0,0.5360378653215413,0.0030616181657848324,0.8725611772486772
9,75,2.4377137850999997,684,12,0,0,0.5682353613309383,0.00580081569664903,3.9677579365079367
9,76,2.6928234934,456,8,0,0,0.6277018820360892,0.016487544091710757,7.518320105820105
9,77,1.8837559883000006,456,8,0,0,0.4391068267380943,0.0002783289241622575,0.12691798941798943
9,78,2.2896527972000005,627,11,0,0,0.5337220852143493,0.002882495590828924,1.8073247354497355
9,79,2.5468554579000013,342,6,0,0,0.5936764767969314,0.009388778659611992,3.2109623015873012
9,80,1.7416923063999996,513,9,0,0,0.4059915331749745,0.00011849647266313933,0.060788690476190475
9,81,1.7582694542999997,342,6,0,0,0.40985569544224676,0.0001267636684303351,0.0433531746031746
9,82,2.1321055638,798,14,0,0,0.4969975486239856,0.0012759038800705467,1.0181712962962963
9,83,1.6097575398000004,969,17,0,0,0.37523730754385176,3.8580246913580246e-05,0.037384259259259256
9,84,2.161541337600001,741,13,0,0,0.5038590791545737,0.0014798280423280424,1.0965525793650794
9,85,2.4450031484999992,513,9,0,0,0.5699345247318218,0.005982694003527337,3.069122023809524
9,86,2.3639712099999994,456,8,0,0,0.5510458376618569,0.004150132275132275,1.8924603174603176
9,87,2.5589282644,855,15,0,0,0.5964906691790464,0.009821428571428571,8.397321428571429
9,88,2.050091215500001,456,8,0,0,0.4778798601055775,0.0007908950617283951,0.36064814814814816
9,89,2.3196637899999994,684,12,0,0,0.5407177003033077,0.0033427028218694886,2.28640873015873
9,90,2.7207405385000003,342,6,0,0,0.6342093942414403,0.018273258377425043,6.249454365079365
9,91,2.1994337572,399,7,0,0,0.5126918686619875,0.001810515873015873,0.7223958333333333
9,92,2.365043279199999,228,4,0,0,0.5512957388737864,0.004166666666666667,0.95
9,93,2.3561243724999996,684,12,0,0,0.5492167260699337,0.003971009700176367,2.7161706349206347
9,94,2.673257369999998,456,8,0,0,0.6231409843343151,0.01525297619047619,6.955357142857142
